F5 Sample ID	FFID	F5 CAGE Lib ID	F5 RNASEQ Lib ID	ROADMAP Matching Sample	Facet ontology ID	Facet ontology term	F5 Sample Type	F5 Sample Description	ROADMAP_Description	Note
13457	FF:13457-144H1	CNhs13835	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep1	__na	__na
13456	FF:13456-144G9	CNhs14059	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep3	__na	__na
13455	FF:13455-144G8	CNhs14058	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep3	__na	__na
13454	FF:13454-144G7	CNhs14057	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep3	__na	__na
13453	FF:13453-144G6	CNhs14056	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep3	__na	__na
13452	FF:13452-144G5	CNhs13846	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep2	__na	__na
13451	FF:13451-144G4	CNhs13845	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep2	__na	__na
13450	FF:13450-144G3	CNhs13844	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep2	__na	__na
13449	FF:13449-144G2	CNhs13843	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep2	__na	__na
13448	FF:13448-144G1	CNhs13833	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep1	__na	__na
13447	FF:13447-144F9	CNhs13832	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep1	__na	__na
13446	FF:13446-144F8	CNhs13831	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep1	__na	__na
13445	FF:13445-144F7	CNhs13830	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep1	__na	__na
13444	FF:13444-144F6	CNhs14055	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C32-CRL1502, day18, rep3	__na	__na
13443	FF:13443-144F5	CNhs14054	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C32-CRL1502, day12, rep3	__na	__na
13442	FF:13442-144F4	CNhs14053	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C32-CRL1502, day06, rep3	__na	__na
13441	FF:13441-144F3	CNhs14052	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C32-CRL1502, day00, rep3	__na	__na
13440	FF:13440-144F2	CNhs13842	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C32-CRL1502, day18, rep2	__na	__na
13439	FF:13439-144F1	CNhs13841	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C32-CRL1502, day12, rep2	__na	__na
13438	FF:13438-144E9	CNhs13840	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C32-CRL1502, day06, rep2	__na	__na
13437	FF:13437-144E8	CNhs13839	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C32-CRL1502, day00, rep2	__na	__na
13436	FF:13436-144E7	CNhs13829	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C32-CRL1502, day18, rep1	__na	__na
13435	FF:13435-144E6	CNhs13828	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C32-CRL1502, day12, rep1	__na	__na
13434	FF:13434-144E5	CNhs13827	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C32-CRL1502, day06, rep1	__na	__na
13433	FF:13433-144E4	CNhs13826	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C32-CRL1502, day00, rep1	__na	__na
13432	FF:13432-144E3	CNhs13917	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C11-CRL2429, day18, rep3	__na	__na
13431	FF:13431-144E2	CNhs14051	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C11-CRL2429, day12, rep3	__na	__na
13430	FF:13430-144E1	CNhs14050	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C11-CRL2429, day06, rep3	__na	__na
13429	FF:13429-144D9	CNhs14049	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C11-CRL2429, day00, rep3	__na	__na
13428	FF:13428-144D8	CNhs13825	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C11-CRL2429, day18, rep2	__na	__na
13427	FF:13427-144D7	CNhs13824	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C11-CRL2429, day12, rep2	__na	__na
13426	FF:13426-144D6	CNhs13823	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C11-CRL2429, day06, rep2	__na	__na
13425	FF:13425-144D5	CNhs13822	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C11-CRL2429, day00, rep2	__na	__na
13424	FF:13424-144D4	CNhs13916	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C11-CRL2429, day18, rep1	__na	__na
13423	FF:13423-144D3	CNhs14047	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C11-CRL2429, day12, rep1	__na	__na
13422	FF:13422-144D2	CNhs14046	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C11-CRL2429, day06, rep1	__na	__na
13421	FF:13421-144D1	CNhs14045	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, control donor C11-CRL2429, day00, rep1	__na	__na
13366	FF:13366-143F9	CNhs13738	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep3 (UH-3)	__na	__na
13365	FF:13365-143F8	CNhs13695	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep2 (UH-2)	__na	__na
13364	FF:13364-143F7	CNhs13694	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep1 (UH-1)	__na	__na
13363	FF:13363-143F6	CNhs13736	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep3	__na	__na
13362	FF:13362-143F5	CNhs13735	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep3	__na	__na
13361	FF:13361-143F4	CNhs13734	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep3	__na	__na
13360	FF:13360-143F3	CNhs13733	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep3	__na	__na
13359	FF:13359-143F2	CNhs13732	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep3	__na	__na
13358	FF:13358-143F1	CNhs13731	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep3	__na	__na
13357	FF:13357-143E9	CNhs13730	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep3	__na	__na
13356	FF:13356-143E8	CNhs13729	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep3	__na	__na
13355	FF:13355-143E7	CNhs13728	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep3	__na	__na
13354	FF:13354-143E6	CNhs13727	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep3	__na	__na
13353	FF:13353-143E5	CNhs13726	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep3	__na	__na
13352	FF:13352-143E4	CNhs13725	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day01, biol_rep3	__na	__na
13351	FF:13351-143E3	CNhs13724	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep2	__na	__na
13350	FF:13350-143E2	CNhs13723	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep2	__na	__na
13349	FF:13349-143E1	CNhs13722	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep2	__na	__na
13348	FF:13348-143D9	CNhs13721	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep2	__na	__na
13347	FF:13347-143D8	CNhs13720	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep2	__na	__na
13346	FF:13346-143D7	CNhs13719	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep2	__na	__na
13345	FF:13345-143D6	CNhs13718	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep2	__na	__na
13344	FF:13344-143D5	CNhs13717	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep2	__na	__na
13343	FF:13343-143D4	CNhs13716	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep2	__na	__na
13342	FF:13342-143D3	CNhs13715	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep2	__na	__na
13341	FF:13341-143D2	CNhs13714	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep2	__na	__na
13340	FF:13340-143D1	CNhs13712	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day01, biol_rep2	__na	__na
13339	FF:13339-143C9	CNhs13711	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep1	__na	__na
13338	FF:13338-143C8	CNhs13710	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep1	__na	__na
13337	FF:13337-143C7	CNhs13662	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep1	__na	__na
13336	FF:13336-143C6	CNhs13661	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep1	__na	__na
13335	FF:13335-143C5	CNhs13660	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep1	__na	__na
13334	FF:13334-143C4	CNhs13659	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep1	__na	__na
13333	FF:13333-143C3	CNhs13658	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep1	__na	__na
13332	FF:13332-143C2	CNhs13657	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep1	__na	__na
13331	FF:13331-143C1	CNhs13656	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep1	__na	__na
13330	FF:13330-143B9	CNhs13655	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep1	__na	__na
13329	FF:13329-143B8	CNhs13654	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep1	__na	__na
13328	FF:13328-143B7	CNhs13653	__na	__na	__na	__na	timecourse	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day01, biol_rep1	__na	__na
13327	FF:13327-143B6	CNhs13652	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor3 (536_119:MI_24h)	__na	__na
13326	FF:13326-143B5	CNhs13562	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor3 (536_119:Ud_24h)	__na	__na
13325	FF:13325-143B4	CNhs13561	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor3 (536_119:Ud_7h)	__na	__na
13324	FF:13324-143B3	CNhs13651	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor3 (536_119:Ud_2h)	__na	__na
13323	FF:13323-143B2	CNhs13650	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor3 (536_119:Ud_0h)	__na	__na
13322	FF:13322-143B1	CNhs13649	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor3 (536_119:MI_0h)	__na	__na
13321	FF:13321-143A9	CNhs13648	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor2 (150_120:MI_24h)	__na	__na
13320	FF:13320-143A8	CNhs13560	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor2 (150_120:Ud_24h)	__na	__na
13319	FF:13319-143A7	CNhs13559	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor2 (150_120:Ud_7h)	__na	__na
13318	FF:13318-143A6	CNhs13647	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor2 (150_120:Ud_2h)	__na	__na
13317	FF:13317-143A5	CNhs13646	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor2 (150_120:Ud_0h)	__na	__na
13316	FF:13316-143A4	CNhs13645	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor2 (150_120:MI_0h)	__na	__na
13315	FF:13315-143A3	CNhs13644	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor4 (227_121:MI_24h)	__na	__na
13314	FF:13314-143A2	CNhs13643	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor4 (227_121:Ud_24h)	__na	__na
13313	FF:13313-143A1	CNhs13641	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor4 (227_121:Ud_7h)	__na	__na
13312	FF:13312-142I9	CNhs13640	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor4 (227_121:Ud_2h)	__na	__na
13311	FF:13311-142I8	CNhs13639	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor4 (227_121:Ud_0h)	__na	__na
13310	FF:13310-142I7	CNhs13638	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor4 (227_121:MI_0h)	__na	__na
13309	FF:13309-142I6	CNhs13693	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor1 (868_121:MI_24h)	__na	__na
13308	FF:13308-142I5	CNhs13557	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor1 (868_121:Ud_24h)	__na	__na
13307	FF:13307-142I4	CNhs13556	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor1 (868_121:Ud_7h)	__na	__na
13306	FF:13306-142I3	CNhs13555	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor1 (868_121:Ud_2h)	__na	__na
13305	FF:13305-142I2	CNhs13554	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor1 (868_121:Ud_0h)	__na	__na
13304	FF:13304-142I1	CNhs13637	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor1 (868_121:MI_0h)	__na	__na
13282	FF:13282-142F6	CNhs13634	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), undifferentiated control, biol_rep3	__na	__na
13281	FF:13281-142F5	CNhs13633	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), undifferentiated control, biol_rep2	__na	__na
13280	FF:13280-142F4	CNhs13692	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), undifferentiated control, biol_rep1	__na	__na
13279	FF:13279-142F3	CNhs13632	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep3	__na	__na
13278	FF:13278-142F2	CNhs13631	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep2	__na	__na
13277	FF:13277-142F1	CNhs13338	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep1	__na	__na
13276	FF:13276-142E9	CNhs13630	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep3	__na	__na
13275	FF:13275-142E8	CNhs13629	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep2	__na	__na
13274	FF:13274-142E7	CNhs13628	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep1	__na	__na
13273	FF:13273-142E6	CNhs13627	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep3	__na	__na
13272	FF:13272-142E5	CNhs13626	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep2	__na	__na
13271	FF:13271-142E4	CNhs13625	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep1	__na	__na
13270	FF:13270-142E3	CNhs13624	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep3	__na	__na
13269	FF:13269-142E2	CNhs13623	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep2	__na	__na
13268	FF:13268-142E1	CNhs13622	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep1	__na	__na
13267	FF:13267-142D9	CNhs13621	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep3	__na	__na
13266	FF:13266-142D8	CNhs13620	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep2	__na	__na
13265	FF:13265-142D7	CNhs13619	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep1	__na	__na
13264	FF:13264-142D6	CNhs13617	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep3	__na	__na
13263	FF:13263-142D5	CNhs13616	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep2	__na	__na
13262	FF:13262-142D4	CNhs13615	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep1	__na	__na
13261	FF:13261-142D3	CNhs13614	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep3	__na	__na
13260	FF:13260-142D2	CNhs13613	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep2	__na	__na
13259	FF:13259-142D1	CNhs13612	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep1	__na	__na
13258	FF:13258-142C9	CNhs13611	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep3	__na	__na
13257	FF:13257-142C8	CNhs13610	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep2	__na	__na
13256	FF:13256-142C7	CNhs13609	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep1	__na	__na
13255	FF:13255-142C6	CNhs13608	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep3	__na	__na
13254	FF:13254-142C5	CNhs13607	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep2	__na	__na
13253	FF:13253-142C4	CNhs13606	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep1	__na	__na
13252	FF:13252-142C3	CNhs13605	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep3	__na	__na
13251	FF:13251-142C2	CNhs13604	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep2	__na	__na
13250	FF:13250-142C1	CNhs13603	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep1	__na	__na
13249	FF:13249-142B9	CNhs13602	__na	__na	__na	__na	timecourse	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep3	__na	__na
